key,name,description,rating,rating_count,ingredients
10_breyers,Delights Vanilla Bean,"Now you can indulge without all the guilt! Who knew that a whole pint of Vanilla Bean ice cream was 260 calories, and tasted delicious too...we did! That's because here at Breyers®, we have over 150 years of experience making mouth-watering ice cream.

We start with high quality ingredients, naturally sourced flavors, and all American dairy. This low fat ice cream will leave your taste buds in disbelief. And it’s even a good source of protein!

Try our smooth low-fat vanilla ice cream, made with real vanilla beans, and fresh cream. We can't wait to hear which pint is your favorite flavor! Be sure to visit us at to learn more about our wide variety of delicious desserts! You can also check us out on Instagram at @Breyers to see lots of delicious photos",4.2,167,"SKIM MILK, SOLUBLE CORN FIBER, ERYTHRITOL, MILK PROTEIN CONCENTRATE, CREAM, SUGAR, VEGETABLE GUMS, GUAR, CAROB BEAN, NATURAL FLAVOR, REB A (STEVIA LEAF EXTRACT), VITAMIN A PALMITATE"
11_breyers,French Vanilla,"Ooo la la! It’s Breyers® French Vanilla ice cream! A classic twist on your favorite Breyers® vanilla. The signature taste of Breyers® French Vanilla was inspired by the traditional French custard, and is our richest, most indulgent Vanilla. It’s the perfect complement to delicious breakfast-style desserts, like French Toast a la Mode, French Vanilla Puff Pancakes, or a Fruit Salad Parfait.

Though inspired by French tradition, this tub of Breyers® still has a lot of American pride. Each Breyers® French Vanilla is filled with 100% Grade A milk and cream, from American cows not treated with artificial growth hormones*.

Try it yourself and leave us a review on ! Or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.5,101,"MILK, CREAM, SUGAR, CORN SYRUP, EGG YOLKS, WHEY, VEGETABLE GUMS, CAROB BEAN, TARA, GUAR, MONO AND DIGLYCERIDES, NATURAL FLAVORS, ANNATTO (FOR COLOR), SALT"
12_breyers,CarbSmart™ Vanilla,"Watching your grams of sugar or carbs? Try our Breyers® CarbSmart™ Creamy Vanilla, with 110 calories, 4g net carbs, 4g sugar, and 4g fiber+ per serving! Sometimes, you just need a treat that you can grab and go and maybe even eat in four bites!

We hope that you give our Creamy Vanilla a try and see if you love them! Or, give our other flavors a try like Creamy Chocolate, Vanilla Bars, and our Fudge Bars!

+SEE NUTRITION FACTS FOR MORE INFORMATION +NET CARBS ARE CALCULATED BY SUBTRACTING TOTAL DIETARY FIBER AND SUGAR ALCOHOL FROM TOTAL CARBOHYDRATES",4.0,157,"MILK, WATER, MALTITOL SYRUP, CREAM, POLYDEXTROSE, GLYCERIN, COCONUT OIL, WHEY, SOLUBLE CORN FIBER, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NATURAL FLAVOR, ACESULFAME POTASSIUM, SUCRALOSE"
13_breyers,Lactose Free Vanilla,"Have a lactose sensitivity? No problem! Try our Breyers® Lactose Free Vanilla! It’s the same great vanilla, just without the lactose*!

Our vanilla is 100% sustainably sourced and through our partnership with Rainforest Alliance, your Breyers® Lactose Free Vanilla is also supporting farmers and their families in Madagascar. We believe that the quality of our ingredients makes the delicious vanilla desserts.

Try our Breyers® Lactose Free Vanilla and see if you agree! Leave us a review at !

*99% Lactose Free",3.9,60,"SKIM MILK, SUGAR, CORN SYRUP, CREAM, WHEY, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA GUM, MONO AND DIGLYCERIDES, NATURAL FLAVOR, LACTASE ENZYME, VITAMIN A PALMITATE"
14_breyers,No Sugar Added Vanilla,"Simply delicious and satisfying. Breyers® No Sugar Added Vanilla is a great way to enjoy dessert time, without all the guilt. It’s the vanilla you love and expect from Breyers®, without sugar – what can be sweeter? Your sweet tooth can indulge in the smooth, creamy vanilla that has just the perfect amount of sweet.

Our Breyers® No Sugar Added Vanilla abides by our Pledge to use 100% Grade A milk and fresh cream from American cows not treated with artificial growth hormones* and vanilla from sustainably sourced farms in Madagascar, in partnership with the Rainforest Alliance.

Check out to snag some near you and leave us a review to share your love!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.4,18,"MILK, MALTITOL SYRUP, MALTODEXTRIN (CORN), CREAM, WHEY, MONO AND DIGLYCERIDES, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, NATURAL FLAVOR, ACESULFAME POTASSIUM, SUCRALOSE, VITAMIN A PALMITATE, ANNATTO (FOR COLOR)"
15_breyers,OREO®,"Breyers® vanilla and heaps of OREO® cookies? Yes please! If you’re anything like us, you love Breyers® vanilla and OREO® cookies. So why not combine your love into one tub with Breyers® OREO® Cookies & Cream? Rich, creamy vanilla goodness surrounds those chunks of 100% REAL OREO® cookies and will be sure to bring a smile to your face.

Using 100% REAL OREO® is just one way that we’re keeping to our pledge to use high quality ingredients. Our milk and cream are 100% Grade A and come from American cows not treated with artificial growth hormones*.

Give Breyers® OREO® Cookies & Cream a try and let us know your thoughts at !

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.2,216,"MILK, OREO COOKIE PIECES, UNBLEACHED ENRICHED FLOUR, WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, SUGAR, PALM OIL AND/OR CANOLA OIL, COCOA (PROCESSED WITH ALKALI), INVERT SUGAR, LEAVENING, BAKING SODA AND/OR CALCIUM PHOSPHATE, SOY LECITHIN, SALT, CHOCOLATE, NATURAL FLAVOR, CORN SYRUP, FRUCTOSE, COCONUT OIL, WHEY, CREAM, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NATURAL FLAVOR"
16_breyers,OREO® & CHIPS AHOY!® 2in1,"OREO® or CHIPS AHOY!® cookies? With Breyers® 2in1 you don't have to choose! You can get the best of both worlds - vanilla Breyers® loaded with pieces of REAL OREO® cookies, swirled together with caramel Breyers® AND pieces of REAL CHIPS AHOY!® cookies. It’s sure to be your new favorite dessert.

We hope you agree that our OREO® & CHIPS AHOY!® flavor is top notch! Plus, our milk and cream are 100% Grade A and come from American cows not treated with artificial growth hormones*. Check out to find some near you!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.2,109,"MILK, CORN SYRUP, OREO COOKIE PIECES, ENRICHED WHEAT FLOUR, WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, SUGAR, PALM OIL AND/OR CANOLA OIL, COCOA PROCESSED WITH ALKALI, INVERT SUGAR, LEAVENING, BAKING SODA AND/OR CALCIUM PHOSPHATE, SOYBEAN LECITHIN, SALT, CHOCOLATE, NATURAL FLAVOR, FRUCTOSE, CHOCOLATE CHIP COOKIES, UNBLEACHED ENRICHED WHEAT FLOUR, SEMI-SWEET CHOCOLATE CHUNKS, SUGAR, CHOCOLATE, COCOA BUTTER, DEXTROSE, MILK, SOY LECITHIN, SUGAR, CANOLA OIL, PALM OIL, HIGH FRUCTOSE CORN SYRUP, LEAVENING, SALT, ARTIFICIAL FLAVORING, CARAMEL COLOR, NATURAL FLAVOR, COCONUT OIL, WHEY, CREAM, SUGAR, HIGH FRUCTOSE CORN SYRUP, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NONFAT MILK SOLIDS, BUTTER, CREAM, SALT, CARAMEL (FOR COLOR), MOLASSES, SALT, PECTIN, NATURAL FLAVOR, ANNATTO (FOR COLOR)"
17_breyers,Vanilla Caramel,"Torn between sweet or salty for dessert? Give in to the perfect balance between the two in Breyers® Vanilla Caramel. A classic blend of rich vanilla and indulgent caramel. It’s our signature Breyers® Natural Vanilla ice cream with a luscious caramel swirl. What can be better?

That caramel is a delicious addition to our marvelous vanilla made with ingredients like fresh cream, sugar, and milk. Our milk and cream is 100% Grade A and comes from American cows not treated with artificial growth hormones*. We believe that the quality of our ingredients makes delicious desserts.

We hope that you try our Breyers® Vanilla Caramel and agree! Let us know by leaving a review at or follow us @Breyers on Instagram for the latest news and products!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.2,37,"MILK, CREAM, SUGAR, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, WHEY, SKIM MILK, BUTTER, CREAM, SALT, VEGETABLE GUM (TARA), MOLASSES, SALT, PECTIN, NATURAL FLAVOR, LACTIC ACID, POTASSIUM SORBATE (PRESERVATIVE), SOY LECITHIN, WATER"
18_breyers,Vanilla Caramel Gelato Indulgences,"Give in to the temptation of creamy vanilla gelato, luscious caramel sauce and gourmet caramelly curls.",4.5,85,"SKIM MILK, CORN SYRUP, SUGAR, MILK, COCONUT OIL, WHEY, BUTTER, CREAM, SALT, MILK FAT, PECTIN, COCOA BUTTER, VEGETABLE GUMS, LOCUST BEAN, GUAR, MONO AND DIGLYCERIDES, NATURAL FLAVOR, SOY LECITHIN, SODIUM BICARBONATE, SALT, COCOA POWDER, LACTASE, ANNATTO (FOR COLOR), PGPR, WATER"
19_breyers,Chocolate Mint,"Breyers® rich cocoa ice cream with swirls of real peppermint extract? Pass that Breyers® Chocolate Mint ice cream over this way! With the perfect combination of sweet and cool mint, this flavor is a must try!

Part of what makes our Breyers® Chocolate Mint so good is that real peppermint extract that we use! In fact, we only use colors and flavors from natural sources because we believe it’s what makes great tasting ice cream. We honor the spirit of the Pledge of Purity with our own pledge to use 100% Grade A milk and cream from cows not treated with artificial growth hormones* and sustainably farmed fruit and vanilla**.

We hope that when you give Breyers® Chocolate Mint a try you’ll agree that it’s our high quality ingredients that make a difference. Did you love it? Leave us a review at or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. **In Breyers® Cookies & Candies, our product, before the inclusion of other cookies, candies, sauces or fruit from other suppliers, will abide by this claim. Raspberries are not sustainably farmed.",4.1,38,"MILK, CREAM, SUGAR, DUTCHED COCOA (PROCESSED WITH ALKALI), CORN SYRUP, WHEY, COCONUT OIL, VEGETABLE GUMS, CAROB BEAN, TARA GUM, GUAR GUM, MONO AND DIGLYCERIDES, SALT, PEPPERMINT EXTRACT, NATURAL FLAVOR, SOY LECITHIN, ANNATTO (FOR COLOR)"
20_breyers,Peach,"Breyers® Peach - real juicy peach pieces mixed into creamy vanilla. A genuine taste of summer sweetness all year round!

Our secret to making this dessert so good? Real, 100% sustainably farmed peaches! But honestly, that’s just one part of the secret. The rest is in our high quality ingredients like fresh cream, sugar and milk. In fact, our cream and milk is 100% Grade A and comes from American cows not treated with artificial growth hormones*. And our vanilla is real and sustainably farmed in Madagascar. We work with Rainforest Alliance to help farmers in Madagascar earn a living.

We hope you give Breyers® Peach a taste and agree! Leave us a review at or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",3.0,49,"MILK, PEACHES, SUGAR, CORN SYRUP, CREAM, WHEY, VEGETABLE GUMS, CAROB BEAN, TARA, GUAR, MONO AND DIGLYCERIDES, NATURAL FLAVOR, VITAMIN A PALMITATE"
21_breyers,Vanilla Fudge Twirl,"Rich fudge swirled through creamy smooth vanilla makes for a 'twirling' good time in Breyers® Vanilla Fudge Twirl! Twirl around in enjoyment!

What makes our dessert this good? In part, it’s our vanilla flavor that comes from 100% sustainable farms in Madagascar and is certified by Rainforest Alliance. Our milk and cream play a big role in making a great tasting Vanilla Fudge Twirl. We partner with American farmers for only 100% Grade A milk and cream from cows not treated with artificial growth hormones*, colors and flavors from natural sources**, and sustainably farmed fruit and vanilla.

We hope you agree that’s what makes our Breyers® Vanilla Fudge Twirl so good! Give it a try and leave us a review at or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. **Our product, before the inclusion of any candies, cookies, sauces or fruit from other suppliers, will fully abide by this claim. Raspberries are not sustainably farmed.",4.0,22,"MILK, SUGAR, CORN SYRUP, CREAM, WHEY, DUTCHED COCOA (PROCESSED WITH ALKALI), VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, PROCESSED VANILLA BEANS, SALT, NATURAL FLAVOR, VITAMIN A PALMITATE"
22_breyers,CarbSmart™ Chocolate,"Discover the Breyers® CarbSmart™ Chocolate treat! It's perfect when you want something sweet for dessert while still eating healthy!

Breyers® CarbSmart™ proves that low carbs doesn't mean less taste. Make sweeter family moments while keeping carb-watchers happy by the bar or by the scoop. Treat yourself to a scoop of Breyers® CarbSmart™ rich Chocolate — 5g net carbs, 110 calories, 3g sugar, 4g fiber per serving!+

+SEE NUTRITION FACTS FOR MORE INFORMATION +NET CARBS ARE CALCULATED BY SUBTRACTING TOTAL DIETARY FIBER AND SUGAR ALCOHOL FROM TOTAL CARBOHYDRATES",4.0,49,"MILK, MALTITOL SYRUP, WATER, CREAM, POLYDEXTROSE, GLYCERIN, DUTCHED COCOA (PROCESSED WITH ALKALI), COCONUT OIL, WHEY, SOLUBLE CORN FIBER, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, ACESULFAME POTASSIUM, SUCRALOSE, NATURAL FLAVOR"
23_breyers,CarbSmart™ Peanut Butter,"Breyers® CarbSmart™ proves that fewer carbs doesn't mean less taste. Make sweeter family moments while keeping carb-watchers happy by the bar or by the scoop. Treat yourself to a scoop of Breyers® CarbSmart™ Peanut Butter —5 grams of net carbs+ and 130 calories per serving!

+SEE NUTRITION FACTS FOR MORE INFORMATION +NET CARBS ARE CALCULATED BY SUBTRACTING TOTAL DIETARY FIBER AND SUGAR ALCOHOL FROM TOTAL CARBOHYDRATES",2.8,88,"MILK, CREAM, SORBITOL, MALTODEXTRIN (CORN), PEANUTS, WATER, WHEY, GLYCERIN, SUGAR, MONO AND DIGLYCERIDES, CARAMEL (FOR COLOR), VEGETABLE GUMS, GUAR, CAROB BEAN, PEANUT OIL, SALT, ACESULFAME POTASSIUM, SUCRALOSE"
24_breyers,Lactose Free Chocolate,"Have a lactose sensitivity? No problem! Try our Breyers® Lactose Free Chocolate! It’s the same great chocolate, just without the lactose*! A creamy, delicious dessert made with real cocoa.

That smooth creamy taste is in part thanks to our 100% Grade A milk and cream from American cows now treated with artificial growth hormones**. Mixed together with rich cocoa – makes that delicious Breyers® Chocolate that you know and love. We believe that the quality of our ingredients makes delicious chocolate desserts.

Try our Breyers® Lactose Free Vanilla and see if you agree! Leave us a review at or follow us @Breyers on Instagram!

*99% Lactose Free **The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.7,24,"SKIM MILK, SUGAR, CORN SYRUP, CREAM, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, SALT, LACTASE ENZYME, VITAMIN A PALMITATE, NATURAL FLAVOR"
25_breyers,No Sugar Added Vanilla Chocolate Strawberry,"Vanilla. Chocolate. Strawberry. All in one!? And with no sugar added? Oh my! The Breyers® take on the classic Neopolitan is the best of 3 worlds with the added bonus of no sugar added! Our Signature vanilla, chocolate and strawberry Breyers® come together in one delicious package. Whether one at a time or all three in a scoop, there’s something for everyone!

Breyers® No Sugar Added Vanilla Chocolate Strawberry is even made with Non-GMO sourced ingredients! But it’s not just any dessert, it’s Breyers® so you’ll know that it’s made with high quality ingredients like sun-ripened California strawberries, real cocoa, and 100% sustainable vanilla from Madagascar! Our milk and cream are 100% Grade A from American cows not treated with artificial growth hormones*.

Give Breyers® No Sugar Added Vanilla Chocolate Strawberry a try and let us know at ! *The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.3,34,"MILK, MALTITOL SYRUP, MALTODEXTRIN (CORN), CREAM, WHEY, DUTCHED COCOA (PROCESSED WITH ALKALI), MONO AND DIGLYCERIDES, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, BEET JUICE (FOR COLOR), NATURAL FLAVORS, ACESULFAME POTASSIUM, SUCRALOSE, SALT, VITAMIN A PALMITATE, ANNATTO (FOR COLOR)"
26_breyers,Non-Dairy Vanilla Peanut Butter,"Love ice cream but can’t stomach the dairy? Have no fear! Breyers® Non-Dairy Vanilla Peanut Butter is here! Made with real almond milk and filled with luscious swirls of real peanut butter – there’s no milk in sight. If you’re anything like us, you love Breyers® vanilla and spoonfuls of peanut butter. So why not combine your love into one tub with Breyers® Non-Dairy Vanilla Peanut Butter? And now, even those who usually shy away from delicious ice cream can rejoice and join in! Really, who can say there’s ever too much of a good thing – like peanut butter and Non-Dairy Breyers®? Rich, creamy vanilla goodness surrounds those beautiful swirls of peanut butter and will be sure to bring a smile to your face.

We hope you agree that our Non-Dairy frozen almond milk dessert packed with real peanut butter is simply a delightful treat. Give it a try and leave us a review at . Real vanilla and luscious peanut butter collide to give you a real Breyers® moment — and this time, it’s completely non-dairy, made with real almond milk! Enjoy this creamy and nutty almond milk frozen dessert, with the Breyers® quality you trust.",4.8,116,"ALMOND MILK, WATER, ALMONDS, LIQUID SUGAR, SUGAR, WATER, PEANUTS, COCONUT OIL, CORN SYRUP, PEA PROTEIN, VEGETABLE GUMS, CAROB BEAN GUM, GUAR GUM, MONO AND DIGLYCERIDES, PEANUT OIL, SALT, NATURAL FLAVOR (COCONUT)"
